fid,name,name_en,name_he,name_cn,level1,level2,level3,level4,level5,level6,level7,level8,level9
17268,sauteed_mushroom_with_hot_and_sour_sauce,sautéed mushroom with hot and sour sauce,,酸辣炒姬菇,,,,sauteed_mushroom_with_hot_and_sour_sauce,,,,,
17265,sauteed_mushrooms_with_broccoli,sauteed mushrooms with broccoli,,双仙采灵芝,,,,sauteed_mushrooms_with_broccoli,,,,,
17270,sauteed_mushrooms_with_sweetened_beans,sautéed mushrooms with sweetened beans,,鲜蘑炒蜜豆,,,,sauteed_mushrooms_with_sweetened_beans,,,,,
2922,shaggy_mane,shaggy mane,,鸡腿菇,,,,shaggy_mane,,,,,
17484,shiitake,shiitake,,香菇,,,,shiitake,,,,,
17282,braised_black_mushrooms_with_pine_nuts,braised black mushrooms with pine nuts,,松子香菇,,,,,braised_black_mushrooms_with_pine_nuts,,,,
17272,braised_green_vegetable_with_black_mushrooms,braised green vegetable with black mushrooms,,香菇扒菜胆,,,,,braised_green_vegetable_with_black_mushrooms,,,,
17271,sauteed_fresh_mushrooms_with_garlic_and_vanilla,sautéed fresh mushrooms with garlic and vanilla,,香草蒜茸炒鲜蘑,,,,,sauteed_fresh_mushrooms_with_garlic_and_vanilla,,,,
17258,stewed_assorted_mushrooms_with_lotus_root,stewed assorted mushrooms with lotus root,,荷塘焖什菌,,,,stewed_assorted_mushrooms_with_lotus_root,,,,,
1365,stired_mushrooms_and_vegetables,stired mushrooms and vegetables,פטריות וירקות מוקפצים,蘑菇炒青菜,,,,stired_mushrooms_and_vegetables,,,,,
17043,chinese_meat_dishes,chinese meat dishes,,肉类,,,chinese_meat_dishes,,,,,,
17041,chinese_food_beef,chinese food beef,,牛肉类荤菜,,,,chinese_food_beef,,,,,
17504,beef_brisket,beef brisket,,牛腩,,,,,beef_brisket,,,,
17163,curry_beef_brisket_with_potato,curry beef brisket with potato,,咖喱土豆烧牛腩,,,,,,curry_beef_brisket_with_potato,,,
17318,stewed_beef_brisket_with_tomato,stewed beef brisket with tomato,,番茄炖牛腩,,,,,,stewed_beef_brisket_with_tomato,,,
364,beef_in_oyster_sauce,beef in oyster sauce,תבשיל בשר ברוטב צדפות,蚝油牛肉,,,,,beef_in_oyster_sauce,,,,
368,beef_seasoned_with_soy_sauce,beef seasoned with soy sauce,בשר מוקפץ ברוטב סויה,酱牛肉,,,,,beef_seasoned_with_soy_sauce,,,,
17503,beef_tripe,beef tripe,,牛肚,,,,,beef_tripe,,,,
17167,pork_belly_with_pepper,pork belly with pepper,,泡椒牛肚,,,,,,pork_belly_with_pepper,,,
17319,steamed_beef_tripe_with_curry,steamed beef tripe with curry,,咖喱蒸牛肚,,,,,,steamed_beef_tripe_with_curry,,,
1073,stir_fried_beef_tripe_slices_with_chili,stir fried beef tripe slices with chili,מעי חזיר מוקפץ בצ'ילי,辣椒炒牛肚,,,,,,stir_fried_beef_tripe_slices_with_chili,,,
370,braised_beef_with_potatoes,braised beef with potatoes,בשר בקר עם תפוחי אדמה,土豆烧牛肉,,,,,braised_beef_with_potatoes,,,,
17636,sauteed_beef,sauteed beef,,炒牛肉,,,,,sauteed_beef,,,,
1086,shuizhuroupian,shuizhu,בשר לבן ברוטב צ'ילי חריף,水煮肉片,,,,,shuizhuroupian,,,,
367,stir_fried_beef_and_peppers,stir fried beef and peppers,בשר מוקפץ עם פלפלים,黑椒牛肉,,,,,stir_fried_beef_and_peppers,,,,
326,chinese_food_bullfrog,chinese food bullfrog,צפרדעים,牛蛙类荤菜,,,,chinese_food_bullfrog,,,,,
979,griddle_cooked_bullfrog,griddle cooked bullfrog,תבשיל צפרדע,干锅牛蛙,,,,,griddle_cooked_bullfrog,,,,
17237,sauteed_bullfrog_in_chili_sauce,sautéed bullfrog in chili sauce,,馋嘴蛙,,,,,sauteed_bullfrog_in_chili_sauce,,,,
980,sauteed_bullfrog_with_pickled_peppers,sauteed bullfrog with pickled peppers,צפרדע מוקפצת עם פלפלים,泡椒牛蛙,,,,,sauteed_bullfrog_with_pickled_peppers,,,,
17240,steamed_bullfrog_with_chili_pepper,steamed bullfrog with chili pepper,,笼仔剁椒牛蛙,,,,,steamed_bullfrog_with_chili_pepper,,,,
17042,chinese_food_chicken,chinese food chicken,,鸡肉类荤菜,,,,chinese_food_chicken,,,,,
1138,cashew_chicken,cashew chicken,עוף עם קשיו,腰果鸡丁,,,,,cashew_chicken,,,,
17339,chicken_drumstick,chicken drumstick,,鸡腿类,,,,,chicken_drumstick,,,,
1123,chicken_feet,chicken feet,רגלי תרנגולות,凤爪,,,,,chicken_feet,,,,
1586,chicken_feet_with_pickled_peppers,chicken feet with pickled peppers,רגלי תרנגולת עם פלפלים מוחמצים,泡椒凤爪,,,,,,chicken_feet_with_pickled_peppers,,,
13124,chicken_meat_feet_boiled,"chicken meat, feet, boiled","בשר עוף, כפות רגליים, מורתחות",煮鸡爪,,,,,,chicken_meat_feet_boiled,,,
17338,chinese_chicken_wings,chinese chicken wings,,鸡翅类,,,,,chinese_chicken_wings,,,,
1154,chongqing_chicken_pot,chongqing chicken pot,תבשיל עוף בסיר,鸡公煲,,,,,chongqing_chicken_pot,,,,
1159,dapanji,dapanji,,大盘鸡,,,,,dapanji,,,,
1155,kung_pao_chicken,kung pao chicken,עוף קונג פאו,宫保鸡丁,,,,,kung_pao_chicken,,,,
1158,laziji,laziji,עוף מוקפץ עם צ'ילי ופלפל,辣子鸡,,,,,laziji,,,,
1157,sanbeiji,three cup chicken,,三杯鸡,,,,,sanbeiji,,,,
1160,stewed_chicken_with_three_cups_sauce,stewed chicken with three cups sauce,עוף מבושל ברוטב שלוש הכוסות,三杯鸡,,,,,,stewed_chicken_with_three_cups_sauce,,,
1161,shredded_chicken,shredded chicken,עוף מפורק,手撕鸡,,,,,shredded_chicken,,,,
1162,stewed_chicken_with_mushroom,stewed chicken with mushroom,עוף מבושל עם פטריות,小鸡炖蘑菇,,,,,stewed_chicken_with_mushroom,,,,
1152,white_cut_chicken,white cut chicken,עוף חתוך מבושל,白切鸡,,,,,white_cut_chicken,,,,
17044,chinese_food_duck,chinese food duck,,鸭肉类荤菜,,,,chinese_food_duck,,,,,
1869,beer_duck,beer duck,,啤酒鸭,,,,,beer_duck,,,,
1172,duck_neck,duck neck,צוואר ברווז מבושל,鸭脖,,,,,duck_neck,,,,
1167,roast_duck,roast duck,ברווז צלוי,明炉烧鸭,,,,,roast_duck,,,,
13202,duck_meat_roasted_eaten_with_skin,"duck meat, roasted, eaten with skin","בשר ברווז, צלוי, נאכל עם עור",,,,,,,duck_meat_roasted_eaten_with_skin,,,
13204,duck_meat_roasted_eaten_without_skin,"duck meat, roasted, eaten without skin","בשר ברווז, צלוי, נאכל ללא עור",,,,,,,duck_meat_roasted_eaten_without_skin,,,
13203,duck_meat_roasted_in_orange_sauce,"duck meat, roasted, in orange sauce","בשר ברווז, צלוי, ברוטב תפוז",,,,,,,duck_meat_roasted_in_orange_sauce,,,
1169,peking_duck,peking duck,ברווז פקינג,北京烤鸭,,,,,,peking_duck,,,
17251,sauteed_eel_with_duck_blood_curd,sautéed eel with duck blood curd,,山城血旺,,,,,sauteed_eel_with_duck_blood_curd,,,,
17046,chinese_food_goose,chinese food goose,,鹅肉类荤菜,,,,chinese_food_goose,,,,,
17045,chinese_food_lamb,chinese food lamb,,羊肉类荤菜,,,,chinese_food_lamb,,,,,
17297,boiled_lamb_mongolian_style,"boiled lamb, mongolian style",,蒙古手抓肉,,,,,boiled_lamb_mongolian_style,,,,
17288,braised_lamb_chops_with_soy_sauce,braised lamb chops with soy sauce,,红焖羊排,,,,,braised_lamb_chops_with_soy_sauce,,,,
17290,braised_lamb_in_brown_sauce,braised lamb in brown sauce,,红烧羊肉,,,,,braised_lamb_in_brown_sauce,,,,
17289,braised_lamb_with_soy_sauce,braised lamb with soy sauce,,红焖羊肉,,,,,braised_lamb_with_soy_sauce,,,,
17287,dried_lamb_with_wild_truffles,dried lamb with wild truffles,,干羊肉野山菌,,,,,dried_lamb_with_wild_truffles,,,,
17304,four_delicacies_from_lamb,four delicacies from lamb,,羊四宝,,,,,four_delicacies_from_lamb,,,,
17299,grilled_lamb_chops,grilled lamb chops,,手扒羊排,,,,,grilled_lamb_chops,,,,
17300,instant-boiled_mutton,"hot pot, mongolian style",,涮羊肉,,,,,instant-boiled_mutton,,,,
17295,kao_yang_tui,roast lamb leg,,烤羊腿,,,,,kao_yang_tui,,,,
17307,lamb_and_rolls_of_dried_in_casserole,lamb and rolls of dried in casserole,,支竹羊肉煲,,,,,lamb_and_rolls_of_dried_in_casserole,,,,
17308,lamb_chops_wrapped_in_foil,lamb chops wrapped in foil,,纸包风味羊排,,,,,lamb_chops_wrapped_in_foil,,,,
17306,lamb_kidney,lamb kidney,,羊腰,,,,,lamb_kidney,,,,
17305,lamb_spine_hotpot_style,"lamb spine, hotpot style",,羊蝎子,,,,,lamb_spine_hotpot_style,,,,
17301,lamb_with_cumin_served_on_sizzling_iron_plate,lamb with cumin served on sizzling iron plate,,铁板孜然羊肉,,,,,lamb_with_cumin_served_on_sizzling_iron_plate,,,,
17296,marinated_lamb_leg,marinated lamb leg,,卤酥羊腿,,,,,marinated_lamb_leg,,,,
17292,roast_lamb,roast lamb,,烤羔羊,,,,,roast_lamb,,,,
17283,roast_lamb_leg,roast lamb leg,,拆烤羊腿肉,,,,,roast_lamb_leg,,,,
17294,roast_lamb_tenderloin,roast lamb tenderloin,,烤羊里脊,,,,,roast_lamb_tenderloin,,,,
17293,roast_whole_lamb,roast whole lamb,,烤全羊,,,,,roast_whole_lamb,,,,
17286,sauteed_lamb_slices_with_garlic,sautéed lamb slices with garlic,,大蒜羊仔片,,,,,sauteed_lamb_slices_with_garlic,,,,
17284,sauteed_lamb_tripe,sautéed lamb tripe,,炒羊肚,,,,,sauteed_lamb_tripe,,,,
17303,sheep_s_testicle,sheep's testicle,,羊宝,,,,,sheep_s_testicle,,,,
2014,sliced_mutton,sliced mutton,,羊肉卷,,,,,sliced_mutton,,,,
17298,stewed_lamb_in_clear_soup,stewed lamb in clear soup,,清炖羊肉,,,,,stewed_lamb_in_clear_soup,,,,
1115,stir-fried_lamb_with_cumin,fried lamb with cumin,טלה מוקפץ בכמון,孜然羊肉,,,,,stir-fried_lamb_with_cumin,,,,
17302,stir_fried_sliced_black_goat_meat,stir-fried sliced black goat meat,,小炒黑山羊,,,,,stir_fried_sliced_black_goat_meat,,,,
17285,stir_fried_sliced_lamb_with_scallion,stir-fried sliced lamb with scallion,,葱爆羊肉,,,,,stir_fried_sliced_lamb_with_scallion,,,,
17291,twice_cooked_lamb,twice cooked lamb,,回锅羊肉,,,,,twice_cooked_lamb,,,,
17047,chinese_food_meatball,chinese food meatball,,肉丸类,,,,chinese_food_meatball,,,,,
1075,braised_pork_ball_in_brown_sauce,braised pork ball in brown sauce,קציצות חזיר עם כרוב,红烧狮子头,,,,,braised_pork_ball_in_brown_sauce,,,,
386,braised_pork_balls_in_gravy,braised pork balls in gravy,,四喜丸子,,,,,braised_pork_balls_in_gravy,,,,
17236,chinese_food_other_meat,chinese food other meat,,其他肉类荤菜,,,,chinese_food_other_meat,,,,,
17255,braised_spicy_venison_tendon,braised spicy venison tendon,,麻辣鹿筋,,,,,braised_spicy_venison_tendon,,,,
17253,braised_venison_in_brown_sauce,braised venison in brown sauce,,红烧鹿肉,,,,,braised_venison_in_brown_sauce,,,,
17247,deep_fried_crispy_venison_fillets,deep-fried crispy venison fillets,,炸炒脆鹿柳,,,,,deep_fried_crispy_venison_fillets,,,,
17244,deep_fried_rolls_with_five_shreds_filling_and_scorpion,deep-fried rolls with five shreds filling and scorpion,,炸五丝筒全蝎,,,,,deep_fried_rolls_with_five_shreds_filling_and_scorpion,,,,
17254,fried_sparrow,fried sparrow,,炸麻雀,,,,,fried_sparrow,,,,
17246,spicy_venison_tendon,spicy venison tendon,,辣味红扒鹿筋,,,,,spicy_venison_tendon,,,,
17249,stewed_venison,stewed venison,,提篮鹿肉,,,,,stewed_venison,,,,
17248,stir_fried_venison_with_black_pepper,stir-fried venison with black pepper,,皇宫煎鹿柳,,,,,stir_fried_venison_with_black_pepper,,,,
17250,venison_tenderloin_in_hot_chili_oil,venison tenderloin in hot chili oil,,水煮鹿里脊,,,,,venison_tenderloin_in_hot_chili_oil,,,,
17048,chinese_food_pork,chinese food pork,,猪肉类荤菜,,,,chinese_food_pork,,,,,
1094,braised_pork,braised pork,,红烧肉,,,,,braised_pork,,,,
9034,braised_pork_with_brown_sauce,braised pork with brown sauce,,红烧肉片,,,,,,braised_pork_with_brown_sauce,,,
17164,braised_pork_with_potato_in_brown_sauce,braised pork with potato in brown sauce,,土豆红烧肉,,,,,,braised_pork_with_potato_in_brown_sauce,,,
17165,braised_pork_with_taro_in_brown_sauce,braised pork with taro in brown sauce,,芋头红烧肉,,,,,,braised_pork_with_taro_in_brown_sauce,,,
17627,chinese_food_pork_chop,chinese food pork chop,,大排类,,,,,chinese_food_pork_chop,,,,
17050,chinese_food_ribs,chinese food ribs,,排骨类,,,,,chinese_food_ribs,,,,
1066,braised_spare_ribs_in_brown_sauce,braised spare ribs in brown sauce,צלעות חזיר ברוטב חום,酱烧排骨,,,,,,braised_spare_ribs_in_brown_sauce,,,
1064,crispy_spare_ribs_with_garlic,crispy spare ribs with garlic,צלעות חזיר עם שום,蒜香排骨,,,,,,crispy_spare_ribs_with_garlic,,,
17213,fried_spare_ribs_with_spiced_salt,fried spare ribs with spiced salt,,椒盐排骨,,,,,,fried_spare_ribs_with_spiced_salt,,,
17173,steamed_pork_ribs_with_potato,steamed pork ribs with potato,,土豆蒸排骨,,,,,,steamed_pork_ribs_with_potato,,,
1065,steamed_spareribs,steamed spareribs,צלעות חזיר מאודות,蒸排骨,,,,,,steamed_spareribs,,,
1063,sweet_and_sour_spareribs,sweet and sour pork ribs,צלעות חזיר ברוטב חמוץ מתוק,糖醋排骨,,,,,,sweet_and_sour_spareribs,,,
17502,chinese_pork_cutlet,chinese pork cutlet,,肉条类,,,,,chinese_pork_cutlet,,,,
1091,fried_sweet_and_sour_tenderloin,fried sweet and sour tenderloin,,糖醋里脊,,,,,,fried_sweet_and_sour_tenderloin,,,
17500,cubed_pork,cubed pork,,肉丁类,,,,,cubed_pork,,,,
1630,braised_pork_with_vermicelli,braised pork with vermicelli,ורמיסלי עם בשר לבן,猪肉炖粉条,,,,,,braised_pork_with_vermicelli,,,
1090,cripsy_sweet_and_sour_pork,cripsy sweet and sour pork,,咕噜肉,,,,,,cripsy_sweet_and_sour_pork,,,
17211,crispy_fried_pork,crispy fried pork,,酥肉,,,,,,crispy_fried_pork,,,
1077,fried_pork_in_scoop,fried pork in scoop,,锅包肉,,,,,,fried_pork_in_scoop,,,
17172,stewed_pork_cubes_and_tofu_skin_in_brown_sauce,stewed pork cubes and tofu skin in brown sauce,,豆腐皮烧肉,,,,,,stewed_pork_cubes_and_tofu_skin_in_brown_sauce,,,
1089,sweet_and_sour_pork,sweet and sour pork,בשר לבן חמוץ מתוק,咕噜肉,,,,,,sweet_and_sour_pork,,,
1071,fried_pork,fried pork,,烤猪排,,,,,fried_pork,,,,
17496,ground_pork,ground meat,,肉末类,,,,,ground_pork,,,,
17146,fried_green_beans_with_minced_pork,fried green beans with minced pork,,肉末四季豆,,,,,,fried_green_beans_with_minced_pork,,,
17178,stir_fried_minced_pork_with_eggplant,stir fried minced pork with eggplant,,肉炒茄子,,,,,,stir_fried_minced_pork_with_eggplant,,,
17499,inner_organs,inner organs,,内脏类,,,,,inner_organs,,,,
1096,braised_intestines_in_brown_sauce,braised intestines in brown sauce,,九转大肠,,,,,,braised_intestines_in_brown_sauce,,,
17625,hog_maw,hog maw,,猪肚,,,,,,hog_maw,,,
17214,sauteed_pig_kidney,sautéed pig kidney,,火爆腰花,,,,,,sauteed_pig_kidney,,,
1996,kou_rou,stewed pork,,扣肉,,,,,kou_rou,,,,
1085,braised_pork_with_preserved_vegetable_in_soy_sauce,braised pork with preserved vegetable in soy sauce,,梅菜扣肉,,,,,,braised_pork_with_preserved_vegetable_in_soy_sauce,,,
17628,long_gu,long gu,,龙骨,,,,,long_gu,,,,
17495,pig_leg,pig leg,,猪蹄,,,,,pig_leg,,,,
1095,braised_pork_leg,braised pork leg,,红烧猪蹄,,,,,,braised_pork_leg,,,
11851,pineapple_sweet_and_sour_pork,pineapple sweet and sour pork,,菠萝咕咾肉,,,,,pineapple_sweet_and_sour_pork,,,,
17629,pork_belly_pork_side,pork belly  pork side ,,五花肉类,,,,,pork_belly_pork_side,,,,
1082,roast_piglet,babi guling,חזיר שלם בתנור,烤乳猪,,,,,roast_piglet,,,,
394,sauteed_pork,sauteed pork,בשר לבן מוקפץ,炒猪肉,,,,,sauteed_pork,,,,
1106,sauteed_pork_with_mushrooms,sauteed pork with mushrooms,בשר חזיר מוקפץ עם פיטריות,香菇炒肉,,,,,,sauteed_pork_with_mushrooms,,,
1431,sauteed_sliced_pork_eggs_and_black_fungus,sauteed sliced pork eggs and black fungus,,黑木耳猪肉炒鸡蛋,,,,,,sauteed_sliced_pork_eggs_and_black_fungus,,,
1098,shredded_pork_with_pepper,shredded pork with pepper,בשר חזיר מפורק עם פלפל,辣椒炒肉,,,,,,shredded_pork_with_pepper,,,
17159,stir_fried_bamboo_shoots_with_pork,stir fried bamboo shoots with pork,,竹笋炒肉,,,,,,stir_fried_bamboo_shoots_with_pork,,,
17186,stir_fried_bitter_gourd_with_pork,stir fried bitter gourd with pork,,苦瓜炒肉,,,,,,stir_fried_bitter_gourd_with_pork,,,
17183,stir_fried_pepper_and_pork,stir fried pepper and pork,,辣椒炒肉,,,,,,stir_fried_pepper_and_pork,,,
1883,stir_fried_pork_and_carrots,stir fried pork and carrots,חזיר מטוגן עם גזר,胡萝卜炒猪肉,,,,,,stir_fried_pork_and_carrots,,,
1884,stir_fried_pork_and_green_beans,stir fried pork and green beans,חזיר מטוגן עם שעועית ירוקה,四季豆炒猪肉,,,,,,stir_fried_pork_and_green_beans,,,
17497,shredded_pork,shredded pork,,肉丝类,,,,,shredded_pork,,,,
1101,jing_jiang_rou_si,jing jiang rou si,חזיר מוקפץ ברוטב חמוץ מתוק,京酱肉丝,,,,,,jing_jiang_rou_si,,,
1629,pickles_shredded_pork_and_vermicelli,pickles shredded pork and vermicelli,ורמיסלי עם חמוצים ובשר לבן,泡菜苕粉肉丝,,,,,,pickles_shredded_pork_and_vermicelli,,,
1105,sauteed_preserved_pork_with_garlic_sprout,sauteed preserved pork with garlic sprout,בשר חזיר משומר מוקפץ,蒜苔炒肉丝,,,,,,sauteed_preserved_pork_with_garlic_sprout,,,
1104,sauteed_shredded_pork_with_dried_tofu_slices,sauteed shredded pork with dried tofu slices,חזיר מוקפץ עם טופו מיובש,豆干炒肉丝,,,,,,sauteed_shredded_pork_with_dried_tofu_slices,,,
1100,sauteed_shredded_pork_with_garlic_sprout,sauteed shredded pork with garlic sprout,,蒜苔炒肉丝,,,,,,sauteed_shredded_pork_with_garlic_sprout,,,
1103,sauteed_shredded_pork_with_skin_of_tofu,sauteed shredded pork with skin of tofu,חזיר מוקפץ עם טופו,豆腐皮炒肉丝,,,,,,sauteed_shredded_pork_with_skin_of_tofu,,,
8099,sautéed_shredded_pork_with_green_pepper,sautéed shredded pork with green pepper,,青椒肉丝,,,,,,sautéed_shredded_pork_with_green_pepper,,,
1102,stir_fried_garlic_scape_with_pork_slices,stir fried garlic scape with pork slices,,蒜苔肉丝,,,,,,stir_fried_garlic_scape_with_pork_slices,,,
1097,yuxiang_shredded_pork,yuxiang shredded pork,,鱼香肉丝,,,,,,yuxiang_shredded_pork,,,
17498,sliced_pork,sliced pork,,肉片类,,,,,sliced_pork,,,,
1076,charcoal_boiled_pork_neck,charcoal boiled pork neck,תשביל צוואר חזיר,炭烤猪颈肉,,,,,,charcoal_boiled_pork_neck,,,
1084,fenzheng_rou,steamed pork with rice powder,חזיר מאודה עם אבקת אורז,粉蒸肉,,,,,,fenzheng_rou,,,
1107,fried_pork_slices_with_celtuce,fried pork slices with celtuce,בשר חזיר מוקפץ עם חסה,莴笋肉片,,,,,,fried_pork_slices_with_celtuce,,,
1078,ginger_pork_saute,ginger pork saute,תבשיל בשר לבן וג'ינג'ר,日式姜烧猪肉,,,,,,ginger_pork_saute,,,
17210,salt_sauteed_pork,salt sautéed pork,,盐煎肉,,,,,,salt_sauteed_pork,,,
17212,steamed_pork_slices_with_red_bean_paste,steamed pork slices with red bean past,,夹沙肉,,,,,,steamed_pork_slices_with_red_bean_paste,,,
17158,stir_fried_loofah_with_pork,stir fried loofah with pork,,丝瓜炒肉,,,,,,stir_fried_loofah_with_pork,,,
17182,stir_fried_pork_and_dried_bean_curd,stir fried pork and dried bean curd,,豆干炒肉片,,,,,,stir_fried_pork_and_dried_bean_curd,,,
1088,twice_cooked_pork,twice cooked pork,תבשיל חזיר בבישול כפול,回锅肉,,,,,,twice_cooked_pork,,,
17049,chinese_food_rabbit,chinese food rabbit,,兔肉类荤菜,,,,chinese_food_rabbit,,,,,
1120,braised_rabbit,braised rabbit,ארנב צלוי,红烧兔,,,,,braised_rabbit,,,,
1947,rabbit_head,,,兔头,,,,,rabbit_head,,,,
17243,sauteed_rabbit_leg_with_hot_spicy_sauce,sautéed rabbit leg with hot spicy sauce,,麻辣玉兔腿,,,,,sauteed_rabbit_leg_with_hot_spicy_sauce,,,,
17425,chinese_sausage,chinese sausage,,腊肠,,,,chinese_sausage,,,,,
17451,cured_meat,cured meat,,腊肉,,,,cured_meat,,,,,
17089,chinese_pastry,chinese pastry,,中式糕点,,,chinese_pastry,,,,,,
17412,bing,bing,,饼,,,,bing,,,,,
17603,corn_cake,corn cake,,玉米饼,,,,,corn_cake,,,,
17602,crisp_cake,crisp cake,,酥饼,,,,,crisp_cake,,,,
316,jianbing,jianbing,,煎饼果子,,,,,jianbing,,,,
17579,pumpkin_pie,pumpkin pie,,南瓜饼,,,,,pumpkin_pie,,,,
2246,shaobing,shaobing,,烧饼,,,,,shaobing,,,,
17601,stuffed_bing,stuffed bing,,馅饼,,,,,stuffed_bing,,,,
17634,sweet_potato_cake,sweet potato cake,,番薯饼,,,,,sweet_potato_cake,,,,
12004,sweetheart_cake,sweetheart cake,,老婆饼,,,,,sweetheart_cake,,,,
17122,black_sesame_rice_cake,black sesame rice cake,,糍粑,,,,black_sesame_rice_cake,,,,,
17337,chinese_cake,chinese cake,,蛋糕,,,,chinese_cake,,,,,
17519,birthday_cake,birthday cake,,生日蛋糕,,,,,birthday_cake,,,,
17514,chiffon_cake,chiffon cake,,戚风蛋糕,,,,,chiffon_cake,,,,
17541,chinese_cake_pie,chinese cake pie,,蛋糕派,,,,,chinese_cake_pie,,,,
17517,chinese_cake_rolls,chinese cake rolls,,蛋糕卷,,,,,chinese_cake_rolls,,,,
17521,chinese_cheese_cake,chinese cheese cake,,奶酪蛋糕,,,,,chinese_cheese_cake,,,,
17512,chinese_chocolate_cake,chinese chocolate cake,,巧克力蛋糕,,,,,chinese_chocolate_cake,,,,
17518,chinese_cream_cake,chinese cream cake,,奶油蛋糕,,,,,chinese_cream_cake,,,,
17515,chinese_cupcake,chinese cupcake,,纸杯蛋糕,,,,,chinese_cupcake,,,,
17513,chinese_fruit_cake,chinese fruit cake,,水果蛋糕,,,,,chinese_fruit_cake,,,,
17527,chinese_honey_cake,chinese honey cake,,蜂蜜蛋糕,,,,,chinese_honey_cake,,,,
17522,chinese_mousse_cake,chinese mousse cake,,慕斯蛋糕,,,,,chinese_mousse_cake,,,,
17525,chinese_yogurt_cake,chinese yogurt cake,,酸奶蛋糕,,,,,chinese_yogurt_cake,,,,
17523,matcha_cake,matcha cake,,抹茶蛋糕,,,,,matcha_cake,,,,
17528,other_types_of_cakes,other types of cakes,,其他蛋糕,,,,,other_types_of_cakes,,,,
17432,chinese_pie,chinese pie,,派,,,,chinese_pie,,,,,
17413,gao,gao,,糕,,,,gao,,,,,
17121,dan_hong_gao,egg cake,,蛋烘糕,,,,,dan_hong_gao,,,,
17207,fa_gao,fa gao,,发糕,,,,,fa_gao,,,,
17201,sticky_rice_cake_with_red_bean_paste,sticky rice cake with red bean paste,,红豆糯米糕,,,,,sticky_rice_cake_with_red_bean_paste,,,,
17206,white_sugar_sponge_cake,white sugar sponge cake,,白糖糕,,,,,white_sugar_sponge_cake,,,,
17540,rice_cake,rice cake,,米糕,,,,rice_cake,,,,,
17117,sachima,sachima,,沙琪玛,,,,sachima,,,,,
17405,su,su,,酥,,,,su,,,,,
283,youtiao,youtiao,דונאט מלוח,油条,,,,youtiao,,,,,
1575,crullers,crullers,קרולר,油条,,,,,crullers,,,,
17052,chinese_seafood,chinese seafood,,海鲜类,,,chinese_seafood,,,,,,
17467,abalone,abalone,,鲍鱼,,,,abalone,,,,,
9966,baoyutunxiaotudou,,,鲍鱼炖小土豆,,,,,baoyutunxiaotudou,,,,
11719,chenpizhengbaoyu,,,陈皮蒸鲍鱼,,,,,chenpizhengbaoyu,,,,
9015,huaxiaobaoyutunshourou,,,花胶鲍鱼炖瘦肉,,,,,huaxiaobaoyutunshourou,,,,
12181,hunjiangchaoxianyouxiaobaoyu,,,混酱炒鲜鱿小鲍鱼,,,,,hunjiangchaoxianyouxiaobaoyu,,,,
9502,kaosuanxiangbaoyu,,,烤蒜香鲍鱼,,,,,kaosuanxiangbaoyu,,,,
10254,qingzhengbaoyu,,,清蒸鲍鱼,,,,,qingzhengbaoyu,,,,
11888,suanrongfensizhengbaoyu,,,蒜蓉粉丝蒸鲍鱼,,,,,suanrongfensizhengbaoyu,,,,
7718,suanrongzhengxianbao,,,蒜茸蒸鲜鲍,,,,,suanrongzhengxianbao,,,,
17442,asian_swamp_eel,asian swamp eel,,黄鳝,,,,asian_swamp_eel,,,,,
3515,huangshansi,,,黄鳝丝,,,,,huangshansi,,,,
12014,huotuitunhuangshan,,,火腿炖黄鳝,,,,,huotuitunhuangshan,,,,
17057,chinese_food_clam,clam,,花蛤,,,,chinese_food_clam,,,,,
994,spicy_clams,spicy clams,צדפות מטובלות,辣炒蛤蜊,,,,,spicy_clams,,,,
17054,chinese_food_crab,chinese food crab,,螃蟹类,,,,chinese_food_crab,,,,,
985,steamed_chinese_mitten_crab,steamed chinese mitten crab,סרטן מבושל,清蒸大闸蟹,,,,,steamed_chinese_mitten_crab,,,,
17053,chinese_food_fish,chinese food fish,,鱼肉类,,,,chinese_food_fish,,,,,
1032,boiled_fish_with_pickled_cabbage_and_chili,boiled fish with pickled cabbage and chili,דג מבושל עם כרוב מוחמץ וצ'ילי,酸菜鱼类,,,,,boiled_fish_with_pickled_cabbage_and_chili,,,,
17584,bream,bream,,鳊鱼,,,,,bream,,,,
17585,butterfish,butterfish,,金仓鱼,,,,,butterfish,,,,
17587,carp,carp,,鲫鱼,,,,,carp,,,,
17578,chinese_steamed_fish,chinese steamed fish,,清蒸鱼类,,,,,chinese_steamed_fish,,,,
17582,cod,cod,,鳕鱼,,,,,cod,,,,
17590,common_carp,common carp,,鲤鱼,,,,,common_carp,,,,
17581,cutlassfish,cutlassfish,,带鱼,,,,,cutlassfish,,,,
345,braised_ribbon_fish_in_soy_sauce,braised ribbon fish in soy sauce,דג רצוען דק-זנב ברוטב סויה,红烧带鱼,,,,,,braised_ribbon_fish_in_soy_sauce,,,
340,fish_filets_in_hot_chili_oil,fish filets in hot chili oil,פילה דג בשמן צילי חריף,水煮鱼,,,,,fish_filets_in_hot_chili_oil,,,,
17612,fish_fillet,fish fillet,,鱼片,,,,,fish_fillet,,,,
17586,little_yellow_croaker,little yellow croaker,,小黄鱼,,,,,little_yellow_croaker,,,,
17599,roast_fish,roast fish,,烤鱼,,,,,roast_fish,,,,
17613,salmon,salmon,,三文鱼,,,,,salmon,,,,
